candidate_id,title,year,venue,source,doi,url,construct_score,construct_note,internal_score,internal_note,external_score,external_note,reproducibility_score,reproducibility_note,total_score,tier,abstract_available
FT-0813,Blockchain drivers to achieve sustainable food security in the Indian context,2021,Annals of Operations Research,openalex,10.1007/s10479-021-04308-5,https://doi.org/10.1007/s10479-021-04308-5,1,some evaluation vocabulary (2 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,2,C,True
FT-0556,Blockchain enabled data security in vehicular networks,2023,Scientific Reports,openalex,10.1038/s41598-023-31442-w,https://doi.org/10.1038/s41598-023-31442-w,1,some evaluation vocabulary (2 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,2,C,True
FT-0468,Blockchain for Healthcare Management Systems: A Survey on Interoperability and Security,2023,IEEE Access,openalex,10.1109/access.2023.3236505,https://doi.org/10.1109/access.2023.3236505,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,2,C,True
FT-0827,Blockchain-Based Decision Tree Classification in Distributed Networks,2021,Intelligent Automation & Soft Computing,openalex,10.32604/iasc.2021.017154,https://doi.org/10.32604/iasc.2021.017154,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,2,C,True
FT-0838,"Blockchain-Based IoT Access Control System: Towards Security, Lightweight, and Cross-Domain",2021,IEEE Access,openalex,10.1109/access.2021.3059863,https://doi.org/10.1109/access.2021.3059863,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,0,no institutional/cross-org marker in title/abstract,1,implementation mentioned but no public artifact signal,2,C,True
FT-0015,Blockchain-Enhanced UAV Networks for Post-Disaster Communication: A Decentralized Flocking Approach,2024,arXiv,arxiv,10.48550/arXiv.2403.04796v1,http://arxiv.org/abs/2403.04796v1,1,some evaluation vocabulary (2 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,2,C,True
FT-0736,Blockchain-based IoT device identification and management in 5G smart grid,2021,EURASIP Journal on Wireless Communications and Networking,openalex,10.1186/s13638-021-01966-8,https://doi.org/10.1186/s13638-021-01966-8,0,no evaluation vocabulary detected in title/abstract,1,peer-reviewed venue OR baseline signal (not both),0,no institutional/cross-org marker in title/abstract,1,implementation mentioned but no public artifact signal,2,C,True
FT-0424,Drawing the Boundaries Between Blockchain and Blockchain-Like Systems: A Comprehensive Survey on Distributed Ledger Technologies,2024,Proceedings of the IEEE,openalex,10.1109/jproc.2024.3386257,https://doi.org/10.1109/jproc.2024.3386257,1,some evaluation vocabulary (1 terms),1,peer-reviewed venue OR baseline signal (not both),0,no institutional/cross-org marker in title/abstract,0,no implementation or artifact signal,2,C,True
FT-0036,Efficient and Privacy-Preserving Infection Control System for Covid-19-Like Pandemics using Blockchain,2021,arXiv,arxiv,10.48550/arXiv.2104.02263v1,http://arxiv.org/abs/2104.02263v1,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,2,C,True
FT-0466,Enabling Trust in Cross-Organisational Data Sharing for EMU Maintenance: A Double-Blockchain Solution,2023,Journal of Information & Knowledge Management,openalex,10.1142/s021964922350034x,https://doi.org/10.1142/s021964922350034x,0,no evaluation vocabulary detected in title/abstract,0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (2 markers),0,no implementation or artifact signal,2,C,True
FT-0666,Exploring interoperability of distributed Ledger and Decentralized Technology adoption in virtual enterprises,2022,Information Systems and e-Business Management,openalex,10.1007/s10257-022-00561-8,https://doi.org/10.1007/s10257-022-00561-8,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,0,no institutional/cross-org marker in title/abstract,1,implementation mentioned but no public artifact signal,2,C,True
FT-0527,FISCO-BCOS: An Enterprise-grade Permissioned Blockchain System with High-performance,2023,,openalex,10.1145/3581784.3607053,https://doi.org/10.1145/3581784.3607053,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,2,C,True
FT-0463,HSBC: Facilitating Trade Finance Through Blockchain,2023,Indian Institute of Management Ahmedabad,openalex,10.1108/case.iima.2023.000016,https://doi.org/10.1108/case.iima.2023.000016,0,no evaluation vocabulary detected in title/abstract,0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (3 markers),0,no implementation or artifact signal,2,C,True
FT-0678,Improved PBFT algorithm for high-frequency trading scenarios of alliance blockchain,2022,Scientific Reports,openalex,10.1038/s41598-022-08587-1,https://doi.org/10.1038/s41598-022-08587-1,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,2,C,True
FT-0492,Interoperability in Blockchain: A Survey,2023,IEEE Transactions on Knowledge and Data Engineering,openalex,10.1109/tkde.2023.3275220,https://doi.org/10.1109/tkde.2023.3275220,1,some evaluation vocabulary (2 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,2,C,True
FT-0471,"Leveraging machine learning and blockchain in E-commerce and beyond: benefits, models, and application",2023,Discover Artificial Intelligence,openalex,10.1007/s44163-022-00046-0,https://doi.org/10.1007/s44163-022-00046-0,0,no evaluation vocabulary detected in title/abstract,1,peer-reviewed venue OR baseline signal (not both),1,single institutional/domain marker,0,no implementation or artifact signal,2,C,True
FT-0565,Modeling Cross-blockchain Process Using Queueing Theory: The Case of Cosmos,2023,,openalex,10.1109/icpads56603.2022.00043,https://doi.org/10.1109/icpads56603.2022.00043,1,some evaluation vocabulary (2 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,2,C,True
FT-0374,"Optimizing blockchain for healthcare IoT: a practical guide to navigating scalability, privacy, and efficiency trade-offs",2024,Indonesian Journal of Electrical Engineering and Computer Science,openalex,10.11591/ijeecs.v35.i3.pp1773-1785,https://doi.org/10.11591/ijeecs.v35.i3.pp1773-1785,0,no evaluation vocabulary detected in title/abstract,0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (2 markers),0,no implementation or artifact signal,2,C,True
FT-0525,"Privacy and Security of Blockchain in Healthcare: Applications, Challenges, and Future Perspectives",2023,Sci,openalex,10.3390/sci5040041,https://doi.org/10.3390/sci5040041,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,2,C,True
FT-0452,Privacy-Preserving Noninteractive Compliance Audits of Blockchain Ledgers with Zero-Knowledge Proofs,2024,Acta Polytechnica Hungarica,openalex,10.12700/aph.21.11.2024.11.1,https://doi.org/10.12700/aph.21.11.2024.11.1,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,0,no institutional/cross-org marker in title/abstract,1,implementation mentioned but no public artifact signal,2,C,True
FT-0099,Proposal for an integrative performance framework based on Distributed Ledger Technology dedicated to higher education students entering the labor market,2022,2022 IEEE 6th International Conference on Logistics Operations Management (GOL),ieee,10.1109/GOL53975.2022.9820106,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9820106,0,no evaluation vocabulary detected in title/abstract,1,peer-reviewed venue OR baseline signal (not both),1,single institutional/domain marker,0,no implementation or artifact signal,2,C,True
FT-0013,Q-PnV: A Quantum Consensus Mechanism for Security Consortium Blockchains,2024,arXiv,arxiv,10.48550/arXiv.2412.06325v1,http://arxiv.org/abs/2412.06325v1,0,no evaluation vocabulary detected in title/abstract,1,peer-reviewed venue OR baseline signal (not both),1,single institutional/domain marker,0,no implementation or artifact signal,2,C,True
FT-0351,"Reimagining logistics for sustainability: Green logistics practices, circular economy integration, and digital enablers in sustainable supply chain management",2025,THE INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE AND BUSINESS ADMINISTRATION,openalex,10.18775/ijmsba.1849-5664-5419.2014.115.1001,https://doi.org/10.18775/ijmsba.1849-5664-5419.2014.115.1001,0,no evaluation vocabulary detected in title/abstract,0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (2 markers),0,no implementation or artifact signal,2,C,True
FT-0815,Research on the Application of Blockchain in Smart Healthcare: Constructing a Hierarchical Framework,2021,Journal of Healthcare Engineering,openalex,10.1155/2021/6698122,https://doi.org/10.1155/2021/6698122,1,some evaluation vocabulary (2 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,2,C,True
FT-0458,Securing IoT Healthcare Data: The Power of Blockchain and Homomorphic Encryption,2024,,openalex,10.1109/icscss60660.2024.10624820,https://doi.org/10.1109/icscss60660.2024.10624820,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,2,C,True
FT-0779,Smart Contract-Based Agricultural Food Supply Chain Traceability,2021,IEEE Access,openalex,10.1109/access.2021.3050112,https://doi.org/10.1109/access.2021.3050112,0,no evaluation vocabulary detected in title/abstract,0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (3 markers),0,no implementation or artifact signal,2,C,True
FT-0348,Standardizing Smart Contracts for Regulatory Compliance in Cross-Border Payments,2025,"The International Journal of Law, Social Science, and Humanities",openalex,10.70193/ijlsh.v2i3.260,https://doi.org/10.70193/ijlsh.v2i3.260,0,no evaluation vocabulary detected in title/abstract,0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (3 markers),0,no implementation or artifact signal,2,C,True
FT-0487,Towards Blockchain-Based Secure IoT Communication for 5G Enabled Intelligent Transportation System,2023,International Journal of Computer Networks And Applications,openalex,10.22247/ijcna/2023/218518,https://doi.org/10.22247/ijcna/2023/218518,1,some evaluation vocabulary (2 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,2,C,True
FT-0818,Towards a Blockchain Assisted Patient Owned System for Electronic Health Records,2021,Electronics,openalex,10.3390/electronics10050580,https://doi.org/10.3390/electronics10050580,1,some evaluation vocabulary (1 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,2,C,True
FT-0008,Universally Composable Termination Analysis of Tendermint,2025,arXiv,arxiv,10.48550/arXiv.2510.01097v2,http://arxiv.org/abs/2510.01097v2,1,some evaluation vocabulary (2 terms),0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,2,C,True
FT-0623,VigilRx: A Scalable and Interoperable Prescription Management System Using Blockchain,2022,IEEE Access,openalex,10.1109/access.2022.3156015,https://doi.org/10.1109/access.2022.3156015,0,no evaluation vocabulary detected in title/abstract,0,preprint/index source with no comparison signal,2,institutional/cross-org context explicit (2 markers),0,no implementation or artifact signal,2,C,True
FT-0014,A Blockchain-Enabled Framework of UAV Coordination for Post-Disaster Networks,2024,arXiv,arxiv,10.48550/arXiv.2402.15331v1,http://arxiv.org/abs/2402.15331v1,0,no evaluation vocabulary detected in title/abstract,0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,1,D,True
FT-0751,A Trusted Blockchain-Based Traceability System for Fruit and Vegetable Agricultural Products,2021,IEEE Access,openalex,10.1109/access.2021.3062845,https://doi.org/10.1109/access.2021.3062845,0,no evaluation vocabulary detected in title/abstract,0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,1,D,True
FT-0456,"A novel scheme for enhanced content integrity, authentication, and privacy in information centric network using lightweight blockchain-based homomorphic integrity and authentication",2024,International Journal of Power Electronics and Drive Systems/International Journal of Electrical and Computer Engineering,openalex,10.11591/ijece.v15i1.pp654-668,https://doi.org/10.11591/ijece.v15i1.pp654-668,0,no evaluation vocabulary detected in title/abstract,1,peer-reviewed venue OR baseline signal (not both),0,no institutional/cross-org marker in title/abstract,0,no implementation or artifact signal,1,D,True
FT-0352,A self evolving high performance sharded consortium blockchain designed for secure and trusted resource sharing for 6G networks,2025,Scientific Reports,openalex,10.1038/s41598-025-11705-4,https://doi.org/10.1038/s41598-025-11705-4,0,no evaluation vocabulary detected in title/abstract,0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,1,D,True
FT-0329,BlockArc: A Blockchain Based Smart Contract for Reward System in E-Commerce,2025,ITEGAM- Journal of Engineering and Technology for Industrial Applications (ITEGAM-JETIA),openalex,10.5935/jetia.v11i54.1735,https://doi.org/10.5935/jetia.v11i54.1735,1,some evaluation vocabulary (2 terms),0,preprint/index source with no comparison signal,0,no institutional/cross-org marker in title/abstract,0,no implementation or artifact signal,1,D,True
FT-0426,"Blockchain, artificial intelligence, and healthcare: the tripod of future—a narrative review",2024,Artificial Intelligence Review,openalex,10.1007/s10462-024-10873-5,https://doi.org/10.1007/s10462-024-10873-5,0,no evaluation vocabulary detected in title/abstract,0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,1,D,True
FT-0705,Blockchain-Based Federated Learning With Secure Aggregation in Trusted Execution Environment for Internet-of-Things,2022,IEEE Transactions on Industrial Informatics,openalex,10.1109/tii.2022.3170348,https://doi.org/10.1109/tii.2022.3170348,1,some evaluation vocabulary (2 terms),0,preprint/index source with no comparison signal,0,no institutional/cross-org marker in title/abstract,0,no implementation or artifact signal,1,D,True
FT-0554,Impact of Using the Internet of Medical Things on e-Healthcare Performance: Blockchain Assist in Improving Smart Contract,2023,ClinicoEconomics and Outcomes Research,openalex,10.2147/ceor.s407778,https://doi.org/10.2147/ceor.s407778,0,no evaluation vocabulary detected in title/abstract,0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,1,D,True
FT-0028,Multisecret-sharing scheme with two-level security and its applications in Blockchain,2022,arXiv,arxiv,10.48550/arXiv.2209.03670v1,http://arxiv.org/abs/2209.03670v1,0,no evaluation vocabulary detected in title/abstract,0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,1,D,True
FT-0577,Privacy in electronic health records: a systematic mapping study,2023,Journal of Public Health,openalex,10.1007/s10389-022-01795-z,https://doi.org/10.1007/s10389-022-01795-z,0,no evaluation vocabulary detected in title/abstract,0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,1,D,True
FT-0706,Public Participation Consortium Blockchain for Smart City Governance,2021,IEEE Internet of Things Journal,openalex,10.1109/jiot.2021.3091151,https://doi.org/10.1109/jiot.2021.3091151,0,no evaluation vocabulary detected in title/abstract,0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,1,D,True
FT-0033,SoK: A Taxonomy for Critical Analysis of Consensus Mechanisms in Consortium Blockchain,2021,arXiv,arxiv,10.48550/arXiv.2102.12058v3,http://arxiv.org/abs/2102.12058v3,0,no evaluation vocabulary detected in title/abstract,0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,1,D,True
FT-0557,SoK: A Taxonomy for Critical Analysis of Consensus Mechanisms in Consortium Blockchain,2023,IEEE Access,openalex,10.1109/access.2023.3298675,https://doi.org/10.1109/access.2023.3298675,0,no evaluation vocabulary detected in title/abstract,0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,1,D,True
FT-0588,Socially responsible operations in the Industry 4.0 era: post-COVID-19 technology adoption and perspectives on future research,2022,International Journal of Operations & Production Management,openalex,10.1108/ijopm-01-2022-0069,https://doi.org/10.1108/ijopm-01-2022-0069,0,no evaluation vocabulary detected in title/abstract,0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,1,D,True
FT-0375,The role of blockchain to secure internet of medical things,2024,Scientific Reports,openalex,10.1038/s41598-024-68529-x,https://doi.org/10.1038/s41598-024-68529-x,0,no evaluation vocabulary detected in title/abstract,0,preprint/index source with no comparison signal,1,single institutional/domain marker,0,no implementation or artifact signal,1,D,True
FT-0539,A Framework for Standardization of Distributed Ledger Technologies for Interoperable Data Integration and Alignment in Sustainable Smart Cities,2023,Journal of the Knowledge Economy,openalex,10.1007/s13132-023-01554-9,https://doi.org/10.1007/s13132-023-01554-9,0,no evaluation vocabulary detected in title/abstract,0,preprint/index source with no comparison signal,0,no institutional/cross-org marker in title/abstract,0,no implementation or artifact signal,0,D,True
FT-0763,Alleviating Challenges Related to FDA-Approved Medical Wearables Using Blockchain Technology,2021,IT Professional,openalex,10.1109/mitp.2021.3072535,https://doi.org/10.1109/mitp.2021.3072535,0,no evaluation vocabulary detected in title/abstract,0,preprint/index source with no comparison signal,0,no institutional/cross-org marker in title/abstract,0,no implementation or artifact signal,0,D,True
FT-0343,Enhancing anomaly detection and prevention in Internet of Things (IoT) using deep neural networks and blockchain based cyber security,2025,Scientific Reports,openalex,10.1038/s41598-025-04164-4,https://doi.org/10.1038/s41598-025-04164-4,0,no evaluation vocabulary detected in title/abstract,0,preprint/index source with no comparison signal,0,no institutional/cross-org marker in title/abstract,0,no implementation or artifact signal,0,D,True
FT-0498,Secure smart contract-based digital twins for the Internet of Things,2023,Blockchain Research and Applications,openalex,10.1016/j.bcra.2023.100168,https://doi.org/10.1016/j.bcra.2023.100168,0,no evaluation vocabulary detected in title/abstract,0,preprint/index source with no comparison signal,0,no institutional/cross-org marker in title/abstract,0,no implementation or artifact signal,0,D,True
FT-0702,Securing the access control policies to the Internet of Things resources through permissioned blockchain,2022,Concurrency and Computation Practice and Experience,openalex,10.1002/cpe.6934,https://doi.org/10.1002/cpe.6934,0,no evaluation vocabulary detected in title/abstract,0,preprint/index source with no comparison signal,0,no institutional/cross-org marker in title/abstract,0,no implementation or artifact signal,0,D,True
FT-0715,The Roadmap to 6G Security and Privacy,2021,IEEE Open Journal of the Communications Society,openalex,10.1109/ojcoms.2021.3078081,https://doi.org/10.1109/ojcoms.2021.3078081,0,no evaluation vocabulary detected in title/abstract,0,preprint/index source with no comparison signal,0,no institutional/cross-org marker in title/abstract,0,no implementation or artifact signal,0,D,True
